"provnum","provname","address","city","state","zip","pnlty_date","pnlty_type","fine_amt","payden_strt_dt","payden_days","filedate"
"495173","SENTARA NURSING CENTER NORFOLK","249  SOUTH NEWTOWN RD","NORFOLK","VA","23502","2014-09-16","Fine","49563",,,"2015-12-01"
"495173","SENTARA NURSING CENTER NORFOLK","249  SOUTH NEWTOWN RD","NORFOLK","VA","23502","2014-03-07","Fine","47288",,,"2015-12-01"
"495194","AUTUMN CARE OF PORTSMOUTH","3610 WINCHESTER DR","PORTSMOUTH","VA","23707","2015-07-15","Fine","2600",,,"2015-12-01"
"495201","SENTARA NURSING CENTER PORTSMOUTH","4201 GREENWOOD DRIVE","PORTSMOUTH","VA","23701","2014-08-07","Fine","122850",,,"2015-12-01"
"495201","SENTARA NURSING CENTER PORTSMOUTH","4201 GREENWOOD DRIVE","PORTSMOUTH","VA","23701","2014-08-07","Payment Denial",,"2014-11-07","6","2015-12-01"
"495206","BON SECOURS-MARYVIEW NURSING C","4775 BRIDGE ROAD","SUFFOLK","VA","23435","2013-07-19","Fine","50700",,,"2015-12-01"
"495220","THE SPRINGS NURSING CENTER","167 SPRING STREET","HOT SPRINGS","VA","24445","2013-04-17","Fine","58305",,,"2015-12-01"
"495235","ENVOY OF WILLIAMSBURG, LLC","1235 MT VERNON AVENUE","WILLIAMSBURG","VA","23185","2015-04-17","Payment Denial",,"2015-07-17","11","2015-12-01"
"495235","ENVOY OF WILLIAMSBURG, LLC","1235 MT VERNON AVENUE","WILLIAMSBURG","VA","23185","2014-07-10","Fine","87848",,,"2015-12-01"
"495235","ENVOY OF WILLIAMSBURG, LLC","1235 MT VERNON AVENUE","WILLIAMSBURG","VA","23185","2014-07-10","Payment Denial",,"2014-10-10","67","2015-12-01"
"495236","ENVOY AT THE MEADOWS","2715 DOGTOWN ROAD","GOOCHLAND","VA","23063","2015-01-30","Payment Denial",,"2015-04-30","21","2015-12-01"
"495237","VA BEACH HEALTHCARE AND REHAB","1801 CAMELOT DRIVE","VIRGINIA BEACH","VA","23454","2013-08-02","Fine","49855",,,"2015-12-01"
"495245","ARCADIA NURSING & REHAB CENT","PO BOX 97","NELSONIA","VA","23414","2013-08-13","Fine","274203",,,"2015-12-01"
"495245","ARCADIA NURSING & REHAB CENT","PO BOX 97","NELSONIA","VA","23414","2013-08-13","Payment Denial",,"2013-11-14","56","2015-12-01"
"495252","GOLDEN LIVINGCENTER-BATTLEFIELD PARK","250 FLANK ROAD","PETERSBURG","VA","23805","2014-04-03","Fine","54925",,,"2015-12-01"
"495252","GOLDEN LIVINGCENTER-BATTLEFIELD PARK","250 FLANK ROAD","PETERSBURG","VA","23805","2014-04-03","Payment Denial",,"2014-07-03","36","2015-12-01"
"495254","COLONNADES HEALTH CARE CENTER","100 COLONNADES HILL DRIVE","CHARLOTTESVILLE","VA","22901","2013-09-05","Fine","5200",,,"2015-12-01"
"495256","AUTUMN CARE OF CHESAPEAKE","715 ARGYLL ST","CHESAPEAKE","VA","23320","2015-02-12","Fine","59118",,,"2015-12-01"
"495260","BEAUFONT HEALTH AND REHABILITATION CENTER","200 HIOAKS ROAD","RICHMOND","VA","23225","2015-09-02","Fine","1300",,,"2015-12-01"
"495276","WALTER REED CONVALESCENT AND REHABILITATION CENTER","POST OFFICE BOX 887","GLOUCESTER","VA","23061","2013-08-15","Fine","182850",,,"2015-12-01"
"495277","HERITAGE HALL NURSING HOME /NA","9468 HOSPITAL ROAD","NASSAWADOX","VA","23413","2015-07-23","Payment Denial",,"2015-10-23","7","2015-12-01"
"495287","SENTARA NURSING CENTER HAMPTON","2230 EXECUTIVE DRIVE","HAMPTON","VA","23666","2013-04-19","Payment Denial",,"2013-07-19","3","2015-12-01"
"495302","THE CARRINGTON","2406 ATHERHOLT ROAD","LYNCHBURG","VA","24501","2014-01-15","Payment Denial",,"2014-04-15","15","2015-12-01"
"495318","BERRY HILL NURSING HOME","621 BERRY HILL ROAD","SOUTH BOSTON","VA","24592","2013-05-08","Fine","66950",,,"2015-12-01"
"495319","THE VIRGINIAN","9229 ARLINGTON BLVD","FAIRFAX","VA","22031","2014-06-19","Payment Denial",,"2014-09-19","5","2015-12-01"
"495326","TRINITY MISSION HEALTH/REHAB OF CHARLOTTESVILLE","1150 NORTHWEST DRIVE","CHARLOTTESVILLE","VA","22901","2013-08-29","Fine","1950",,,"2015-12-01"
"495327","ENVOY OF WESTOVER HILLS","4403 FOREST HILL AVENUE","RICHMOND","VA","23225","2015-05-14","Fine","55803",,,"2015-12-01"
"495336","AUGUSTA NURSING & REHAB CENTER","83 CROSSROADS LANE","FISHERSVILLE","VA","22939","2014-06-06","Payment Denial",,"2014-09-06","46","2015-12-01"
"495338","GRACE HEALTHCARE OF ABINGDON","600 WALDEN ROAD","ABINGDON","VA","24210","2013-03-07","Fine","83818",,,"2015-12-01"
"495344","KINGS DAUGHTERS COMMUNITY HEALTH & REHAB","1410 NORTH AUGUSTA STREET","STAUNTON","VA","24401","2014-05-02","Fine","19370",,,"2015-12-01"
"495347","CONSULATE HEALTH CARE OF WINDSOR","23352 COURTHOUSE HIGHWAY","WINDSOR","VA","23487","2013-02-22","Fine","9360",,,"2015-12-01"
"495369","THE CONVALESCENT CENTER AT PATRIOTS COLONY","6000 PATRIOTS COLONY DRIVE","WILLIAMSBURG","VA","23188","2014-12-18","Fine","31688",,,"2015-12-01"
"495375","EMPORIA MANOR LLC","200 WEAVER AVENUE","EMPORIA","VA","23847","2014-12-10","Fine","3750",,,"2015-12-01"
"495378","SPRINGTREE HEALTHCARE & REHAB CENTER","3433 SPRINGTREE DRIVE","ROANOKE","VA","24012","2015-02-12","Fine","15990",,,"2015-12-01"
"495387","SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY","3935 SUNNYSIDE DRIVE, SUITE A","HARRISONBURG","VA","22801","2015-02-12","Fine","3550",,,"2015-12-01"
"495388","GAINESVILLE HEALTH AND REHAB CENTER","7501 HERITAGE VILLAGE PLAZA","GAINESVILLE","VA","20155","2014-10-09","Fine","122850",,,"2015-12-01"
"495396","CARRIAGE HILL HEALTH AND REHAB CENTER","6106 HEALTH CENTER LANE","FREDERICKSBURG","VA","22407","2013-12-05","Payment Denial",,"2014-01-03","25","2015-12-01"
"495396","CARRIAGE HILL HEALTH AND REHAB CENTER","6106 HEALTH CENTER LANE","FREDERICKSBURG","VA","22407","2013-06-21","Fine","1950",,,"2015-12-01"
"505010","GARDEN VILLAGE","206 SOUTH TENTH AVENUE","YAKIMA","WA","98902","2015-06-15","Fine","1235",,,"2015-12-01"
"505010","GARDEN VILLAGE","206 SOUTH TENTH AVENUE","YAKIMA","WA","98902","2014-08-25","Fine","17128",,,"2015-12-01"
"505016","GRAYS HARBOR HEALTH & REHABILITATION CENTER","920 ANDERSON DRIVE","ABERDEEN","WA","98520","2013-10-15","Fine","1170",,,"2015-12-01"
"505017","WASHINGTON CENTER FOR COMPREHE","2821 SOUTH WALDEN STREET","SEATTLE","WA","98144","2015-02-24","Fine","975",,,"2015-12-01"
"505017","WASHINGTON CENTER FOR COMPREHE","2821 SOUTH WALDEN STREET","SEATTLE","WA","98144","2014-09-08","Fine","975",,,"2015-12-01"
"505024","FRANKLIN HILLS HEALTH & REHAB CENTER","6021 NORTH LIDGERWOOD","SPOKANE","WA","99207","2013-10-04","Fine","975",,,"2015-12-01"
"505027","HEARTHSTONE, THE","6720 EAST GREEN LAKE WAY NORTH","SEATTLE","WA","98103","2013-02-13","Fine","3570",,,"2015-12-01"
"505027","HEARTHSTONE, THE","6720 EAST GREEN LAKE WAY NORTH","SEATTLE","WA","98103","2013-02-13","Payment Denial",,"2013-03-21","8","2015-12-01"
"505042","BALLARD  CENTER","820 NORTHWEST 95TH STREET","SEATTLE","WA","98117","2015-03-05","Fine","1365",,,"2015-12-01"
"505042","BALLARD  CENTER","820 NORTHWEST 95TH STREET","SEATTLE","WA","98117","2014-01-02","Fine","1625",,,"2015-12-01"
"505042","BALLARD  CENTER","820 NORTHWEST 95TH STREET","SEATTLE","WA","98117","2013-11-25","Fine","1625",,,"2015-12-01"
"505069","CRISTWOOD NURSING AND REHABILITATION","19301 KINGS GARDEN DRIVE NORTH","SEATTLE","WA","98133","2014-01-13","Fine","1300",,,"2015-12-01"
"505070","LIFE CARE CENTER OF RICHLAND","44 GOETHALS DRIVE","RICHLAND","WA","99352","2015-01-28","Fine","2600",,,"2015-12-01"
"505075","REGENCY AT THE PARK","420 SOUTHEAST MYRA ROAD","COLLEGE PLACE","WA","99324","2014-06-11","Fine","1625",,,"2015-12-01"
"505075","REGENCY AT THE PARK","420 SOUTHEAST MYRA ROAD","COLLEGE PLACE","WA","99324","2014-01-02","Fine","1170",,,"2015-12-01"
"505085","CRESCENT HEALTH CARE, INC","505 NORTH 40TH AVENUE","YAKIMA","WA","98908","2014-03-11","Fine","1300",,,"2015-12-01"
"505085","CRESCENT HEALTH CARE, INC","505 NORTH 40TH AVENUE","YAKIMA","WA","98908","2014-01-08","Fine","1105",,,"2015-12-01"
"505092","ALDERWOOD PARK HEALTH AND REHABILITATION","2726 ALDERWOOD AVENUE","BELLINGHAM","WA","98225","2015-05-06","Fine","1105",,,"2015-12-01"
"505098","SHUKSAN HEALTHCARE CENTER","1530 JAMES STREET","BELLINGHAM","WA","98225","2014-10-22","Fine","2000",,,"2015-12-01"
"505098","SHUKSAN HEALTHCARE CENTER","1530 JAMES STREET","BELLINGHAM","WA","98225","2013-09-11","Fine","7898",,,"2015-12-01"
"505099","GOOD SAMARITAN SOCIETY - SPOKANE VALLEY","EAST 17121 EIGHTH AVENUE","SPOKANE VALLEY","WA","99016","2013-06-20","Fine","1040",,,"2015-12-01"
"505123","BREMERTON HEALTH AND REHABILITATION CENTER","2701 CLARE AVENUE","BREMERTON","WA","98310","2014-10-14","Fine","1300",,,"2015-12-01"
"505126","AVALON HEALTH & REHABILITATION CENTER - PASCO","2004 N 22ND AVENUE","PASCO","WA","99301","2013-01-18","Payment Denial",,"2013-02-16","37","2015-12-01"
"505128","SEQUIM HEALTH & REHABILITATION","650 WEST HEMLOCK ST","SEQUIM","WA","98382","2013-06-18","Fine","1105",,,"2015-12-01"
"505151","CASHMERE CONVALESCENT CENTER","817 PIONEER AVENUE","CASHMERE","WA","98815","2015-02-19","Fine","4095",,,"2015-12-01"
"505154","TACOMA NURSING AND REHABILITATION CENTER","2102 SOUTH 96TH STREET","TACOMA","WA","98444","2014-04-16","Fine","1300",,,"2015-12-01"
"505181","REDMOND CARE AND REHABILITATION CENTER","7900 WILLOWS ROAD NORTHEAST","REDMOND","WA","98052","2013-06-14","Fine","1040",,,"2015-12-01"
"505202","TALBOT CENTER FOR REHAB & HEAL","4430 TALBOT ROAD SOUTH","RENTON","WA","98055","2015-03-23","Fine","1040",,,"2015-12-01"
"505206","KINDRED TRANSITIONAL CARE & REHAB CTR VANCOUVER","400 EAST 33RD STREET","VANCOUVER","WA","98663","2014-04-08","Fine","1300",,,"2015-12-01"
"505211","PUYALLUP NURSING AND REHABILITATION CENTER","516 23RD AVE SE","PUYALLUP","WA","98372","2013-11-15","Fine","1170",,,"2015-12-01"
"505214","KINDRED NURSING AND REHABILITATION - ARDEN","16357 AURORA AVENUE NORTH","SEATTLE","WA","98133","2015-03-20","Fine","1950",,,"2015-12-01"
"505214","KINDRED NURSING AND REHABILITATION - ARDEN","16357 AURORA AVENUE NORTH","SEATTLE","WA","98133","2015-03-20","Payment Denial",,"2015-06-20","11","2015-12-01"
"505214","KINDRED NURSING AND REHABILITATION - ARDEN","16357 AURORA AVENUE NORTH","SEATTLE","WA","98133","2013-03-01","Fine","2275",,,"2015-12-01"
"505217","STAFFORD HEALTHCARE AT RIDGEMONT","2051 POTTERY AVENUE","PORT ORCHARD","WA","98366","2014-03-24","Fine","975",,,"2015-12-01"
"505223","AVAMERE BELLINGHAM HEALTH CARE & REHAB SERVICES","1200 BIRCHWOOD AVENUE","BELLINGHAM","WA","98225","2015-03-10","Fine","3900",,,"2015-12-01"
"505223","AVAMERE BELLINGHAM HEALTH CARE & REHAB SERVICES","1200 BIRCHWOOD AVENUE","BELLINGHAM","WA","98225","2015-02-19","Fine","2600",,,"2015-12-01"
"505223","AVAMERE BELLINGHAM HEALTH CARE & REHAB SERVICES","1200 BIRCHWOOD AVENUE","BELLINGHAM","WA","98225","2014-04-17","Fine","4160",,,"2015-12-01"
"505223","AVAMERE BELLINGHAM HEALTH CARE & REHAB SERVICES","1200 BIRCHWOOD AVENUE","BELLINGHAM","WA","98225","2014-02-13","Fine","975",,,"2015-12-01"
"505226","PRESTIGE CARE & REHABILITATION - SUNNYSIDE","721 OTIS AVENUE","SUNNYSIDE","WA","98944","2014-09-11","Fine","2600",,,"2015-12-01"
"505230","FIR LANE HEALTH AND REHAB CTR","2430 NORTH 13TH STREET","SHELTON","WA","98584","2015-06-10","Fine","4875",,,"2015-12-01"
"505232","WOODLAND CONVALESCENT CENTER","310 FOURTH STREET","WOODLAND","WA","98674","2013-12-30","Fine","20475",,,"2015-12-01"
"505232","WOODLAND CONVALESCENT CENTER","310 FOURTH STREET","WOODLAND","WA","98674","2013-09-23","Fine","1040",,,"2015-12-01"
"505236","ALDERCREST HEALTH & REHAB CENTER","21400 72ND AVENUE WEST","EDMONDS","WA","98026","2015-05-04","Fine","1040",,,"2015-12-01"
"505239","PARK ROSE CARE CENTER","3919 SOUTH 19TH STREET","TACOMA","WA","98405","2014-10-06","Fine","975",,,"2015-12-01"
"505239","PARK ROSE CARE CENTER","3919 SOUTH 19TH STREET","TACOMA","WA","98405","2014-10-06","Fine","975",,,"2015-12-01"
"505243","OLYMPIA TRANSITIONAL CARE AND REHABILITATION","430 LILLY ROAD NORTHEAST","OLYMPIA","WA","98506","2014-01-29","Fine","1495",,,"2015-12-01"
"505254","ROO-LAN HEALTHCARE CENTER","1505 SOUTHEAST CARPENTER ROAD","LACEY","WA","98503","2015-02-25","Fine","1105",,,"2015-12-01"
"505257","ALDERWOOD MANOR","3600 EAST HARTSON AVENUE","SPOKANE","WA","99202","2014-01-30","Fine","1105",,,"2015-12-01"
"505261","LAKE RIDGE CENTER","817 EAST PLUM STREET","MOSES LAKE","WA","98837","2014-04-08","Fine","975",,,"2015-12-01"
"505269","PACIFIC SPECIALTY & REHAB CARE","1015 NORTH GARRISON ROAD","VANCOUVER","WA","98664","2015-04-28","Fine","4875",,,"2015-12-01"
"505269","PACIFIC SPECIALTY & REHAB CARE","1015 NORTH GARRISON ROAD","VANCOUVER","WA","98664","2014-06-24","Fine","1300",,,"2015-12-01"
"505269","PACIFIC SPECIALTY & REHAB CARE","1015 NORTH GARRISON ROAD","VANCOUVER","WA","98664","2014-06-24","Payment Denial",,"2014-09-24","29","2015-12-01"
"505269","PACIFIC SPECIALTY & REHAB CARE","1015 NORTH GARRISON ROAD","VANCOUVER","WA","98664","2014-03-27","Fine","1300",,,"2015-12-01"
"505272","LIFE CARE CENTER OF MOUNT VERNON","2120 EAST DIVISION STREET","MOUNT VERNON","WA","98273","2015-07-02","Fine","21970",,,"2015-12-01"
"505272","LIFE CARE CENTER OF MOUNT VERNON","2120 EAST DIVISION STREET","MOUNT VERNON","WA","98273","2014-11-05","Fine","1105",,,"2015-12-01"
"505282","EAST ADAMS CARE CENTER, LLC","506 SOUTH JACKSON","RITZVILLE","WA","99169","2014-12-18","Fine","2000",,,"2015-12-01"
"505282","EAST ADAMS CARE CENTER, LLC","506 SOUTH JACKSON","RITZVILLE","WA","99169","2014-12-18","Payment Denial",,"2015-01-29","13","2015-12-01"
"505282","EAST ADAMS CARE CENTER, LLC","506 SOUTH JACKSON","RITZVILLE","WA","99169","2014-10-16","Fine","975",,,"2015-12-01"
"505283","PRESTIGE CARE & REHABILITATION - CLARKSTON","1242 ELEVENTH STREET","CLARKSTON","WA","99403","2015-06-18","Fine","1170",,,"2015-12-01"
"505283","PRESTIGE CARE & REHABILITATION - CLARKSTON","1242 ELEVENTH STREET","CLARKSTON","WA","99403","2014-10-16","Fine","1040",,,"2015-12-01"
"505283","PRESTIGE CARE & REHABILITATION - CLARKSTON","1242 ELEVENTH STREET","CLARKSTON","WA","99403","2014-10-16","Fine","1040",,,"2015-12-01"
"505283","PRESTIGE CARE & REHABILITATION - CLARKSTON","1242 ELEVENTH STREET","CLARKSTON","WA","99403","2013-04-04","Fine","1800",,,"2015-12-01"
"505291","RIVERVIEW LUTHERAN CARE CENTER","1841 EAST UPRIVER DRIVE","SPOKANE","WA","99207","2014-02-26","Fine","1040",,,"2015-12-01"
"505294","BEACON HILL REHABILITATION","128 BEACON HILL DRIVE","LONGVIEW","WA","98632","2014-04-04","Fine","975",,,"2015-12-01"
"505299","PUGET SOUND HEALTHCARE CENTER","4001 CAPITOL MALL DR SOUTHWEST","OLYMPIA","WA","98502","2015-04-27","Fine","1300",,,"2015-12-01"
"505299","PUGET SOUND HEALTHCARE CENTER","4001 CAPITOL MALL DR SOUTHWEST","OLYMPIA","WA","98502","2013-07-18","Fine","7280",,,"2015-12-01"
"505299","PUGET SOUND HEALTHCARE CENTER","4001 CAPITOL MALL DR SOUTHWEST","OLYMPIA","WA","98502","2013-05-07","Fine","1170",,,"2015-12-01"
"505324","LIFE CARE CENTER OF PUYALLUP","511 10TH AVENUE SOUTHEAST","PUYALLUP","WA","98372","2014-05-30","Fine","1040",,,"2015-12-01"
"505346","CHENEY CARE CENTER","2219 NORTH 6TH STREET","CHENEY","WA","99004","2014-03-07","Fine","2990",,,"2015-12-01"
"505347","KINDRED TRANSITIONAL CARE & REHAB CENTER- LAKEWOOD","11411 BRIDGEPORT WAY","TACOMA","WA","98499","2014-05-15","Fine","1300",,,"2015-12-01"
"505348","GOOD SAMARITAN HEALTH CARE CTR","702 NORTH 16TH AVENUE","YAKIMA","WA","98902","2015-08-20","Payment Denial",,"2015-08-13","30","2015-12-01"
"505354","PROVIDENCE ST JOSEPH HOSPITAL","500 EAST WEBSTER","CHEWELAH","WA","99109","2015-04-22","Fine","4355",,,"2015-12-01"
"505355","REGENCY AUBURN LLC","414 - 17TH SOUTHEAST","AUBURN","WA","98002","2014-10-23","Fine","1300",,,"2015-12-01"
"505355","REGENCY AUBURN LLC","414 - 17TH SOUTHEAST","AUBURN","WA","98002","2014-10-23","Payment Denial",,"2014-12-13","3","2015-12-01"
"505355","REGENCY AUBURN LLC","414 - 17TH SOUTHEAST","AUBURN","WA","98002","2013-12-06","Fine","2340",,,"2015-12-01"
"505358","RIVERSIDE NURSING & REHAB CTR","1305 ALEXANDER STREET","CENTRALIA","WA","98531","2015-02-26","Fine","1700",,,"2015-12-01"
"505358","RIVERSIDE NURSING & REHAB CTR","1305 ALEXANDER STREET","CENTRALIA","WA","98531","2013-07-12","Payment Denial",,"2013-10-12","44","2015-12-01"
"505362","FOREST VIEW TRANSITIONAL HEALTH CENTER","5129 HILLTOP ROAD","EVERETT","WA","98203","2015-07-02","Fine","1300",,,"2015-12-01"
"505362","FOREST VIEW TRANSITIONAL HEALTH CENTER","5129 HILLTOP ROAD","EVERETT","WA","98203","2014-08-15","Fine","1300",,,"2015-12-01"
"505362","FOREST VIEW TRANSITIONAL HEALTH CENTER","5129 HILLTOP ROAD","EVERETT","WA","98203","2014-08-15","Payment Denial",,"2014-10-15","5","2015-12-01"
"505362","FOREST VIEW TRANSITIONAL HEALTH CENTER","5129 HILLTOP ROAD","EVERETT","WA","98203","2014-06-18","Fine","1300",,,"2015-12-01"
"505362","FOREST VIEW TRANSITIONAL HEALTH CENTER","5129 HILLTOP ROAD","EVERETT","WA","98203","2014-01-17","Fine","1040",,,"2015-12-01"
"505362","FOREST VIEW TRANSITIONAL HEALTH CENTER","5129 HILLTOP ROAD","EVERETT","WA","98203","2014-01-17","Fine","1040",,,"2015-12-01"
"505371","SPRINGS AT PACIFIC REGENT, THE","919-109TH AVENUE NORTHEAST","BELLEVUE","WA","98004","2014-12-17","Fine","2080",,,"2015-12-01"
"505371","SPRINGS AT PACIFIC REGENT, THE","919-109TH AVENUE NORTHEAST","BELLEVUE","WA","98004","2014-06-17","Payment Denial",,"2014-09-17","21","2015-12-01"
"505373","PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA","917 SOUTH SCHEUBER ROAD","CENTRALIA","WA","98531","2015-01-29","Fine","1300",,,"2015-12-01"
"505373","PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA","917 SOUTH SCHEUBER ROAD","CENTRALIA","WA","98531","2015-01-29","Fine","975",,,"2015-12-01"
"505373","PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA","917 SOUTH SCHEUBER ROAD","CENTRALIA","WA","98531","2015-01-29","Fine","975",,,"2015-12-01"
"505373","PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA","917 SOUTH SCHEUBER ROAD","CENTRALIA","WA","98531","2015-01-29","Payment Denial",,"2015-03-18","5","2015-12-01"
"505373","PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA","917 SOUTH SCHEUBER ROAD","CENTRALIA","WA","98531","2014-01-10","Fine","3900",,,"2015-12-01"
"505376","MT BAKER CARE CENTER","2905 CONNELLY AVENUE","BELLINGHAM","WA","98225","2014-01-16","Fine","6500",,,"2015-12-01"
"505383","SULLIVAN PARK CARE CENTER","14820 EAST FOURTH","SPOKANE","WA","99216","2014-08-12","Fine","2925",,,"2015-12-01"
"505386","MARYSVILLE CARE CENTER","1821 GROVE STREET","MARYSVILLE","WA","98270","2015-02-25","Fine","1170",,,"2015-12-01"
"505386","MARYSVILLE CARE CENTER","1821 GROVE STREET","MARYSVILLE","WA","98270","2014-10-22","Fine","1300",,,"2015-12-01"
"505387","PROVIDENCE MOTHER JOSEPH CARE","3333 ENSIGN ROAD NORTHEAST","OLYMPIA","WA","98506","2014-07-30","Fine","1170",,,"2015-12-01"
"505387","PROVIDENCE MOTHER JOSEPH CARE","3333 ENSIGN ROAD NORTHEAST","OLYMPIA","WA","98506","2013-08-09","Payment Denial",,"2013-11-15","3","2015-12-01"
"505395","STAFHOLT GOOD SAMARITAN CENTER","456 C STREET","BLAINE","WA","98230","2015-03-04","Fine","1800",,,"2015-12-01"
"505395","STAFHOLT GOOD SAMARITAN CENTER","456 C STREET","BLAINE","WA","98230","2014-09-25","Fine","2000",,,"2015-12-01"
"505395","STAFHOLT GOOD SAMARITAN CENTER","456 C STREET","BLAINE","WA","98230","2014-04-30","Fine","975",,,"2015-12-01"
"505400","ENUMCLAW HEALTH & REHAB CENTER","2323 JENSEN STREET","ENUMCLAW","WA","98022","2015-06-10","Fine","1040",,,"2015-12-01"
"505400","ENUMCLAW HEALTH & REHAB CENTER","2323 JENSEN STREET","ENUMCLAW","WA","98022","2014-12-30","Fine","975",,,"2015-12-01"
"505404","BETHANY AT PACIFIC","916 PACIFIC AVENUE 3RD-5TH FLOORS","EVERETT","WA","98201","2014-06-27","Fine","1300",,,"2015-12-01"
"505404","BETHANY AT PACIFIC","916 PACIFIC AVENUE 3RD-5TH FLOORS","EVERETT","WA","98201","2014-03-11","Fine","975",,,"2015-12-01"
"505406","CHRISTIAN HEALTH CARE CENTER","855 AARON DRIVE","LYNDEN","WA","98264","2015-02-05","Fine","1105",,,"2015-12-01"
"505406","CHRISTIAN HEALTH CARE CENTER","855 AARON DRIVE","LYNDEN","WA","98264","2015-02-05","Payment Denial",,"2015-04-01","29","2015-12-01"
"505412","COLVILLE TRIBAL CONVALESCENT C","PO BOX 150","NESPELEM","WA","99155","2014-10-09","Fine","975",,,"2015-12-01"
"505412","COLVILLE TRIBAL CONVALESCENT C","PO BOX 150","NESPELEM","WA","99155","2014-10-09","Fine","3900",,,"2015-12-01"
"505414","PROVIDENCE ST JOSEPH CARE CENTER","17 EAST 8TH AVENUE","SPOKANE","WA","99202","2013-09-16","Fine","1495",,,"2015-12-01"
"505414","PROVIDENCE ST JOSEPH CARE CENTER","17 EAST 8TH AVENUE","SPOKANE","WA","99202","2013-09-16","Payment Denial",,"2013-10-25","83","2015-12-01"
"505415","TEKOA CARE CENTER","330 NORTH MADISON","TEKOA","WA","99033","2014-04-07","Fine","2925",,,"2015-12-01"
"505416","FOSS HOME & VILLAGE","13023 GREENWOOD AVENUE NORTH","SEATTLE","WA","98133","2014-05-30","Fine","1170",,,"2015-12-01"
"505435","TACOMA LUTHERAN HOME","1301 N HIGHLANDS PARKWAY","TACOMA","WA","98406","2013-12-23","Fine","975",,,"2015-12-01"
"505435","TACOMA LUTHERAN HOME","1301 N HIGHLANDS PARKWAY","TACOMA","WA","98406","2013-12-23","Fine","975",,,"2015-12-01"
"505435","TACOMA LUTHERAN HOME","1301 N HIGHLANDS PARKWAY","TACOMA","WA","98406","2013-12-23","Fine","975",,,"2015-12-01"
"505439","BAYVIEW MANOR","11 WEST ALOHA STREET","SEATTLE","WA","98119","2015-03-12","Fine","3640",,,"2015-12-01"
"505463","SUNRISE VIEW CONVALESCENT CTR","2520 MADISON","EVERETT","WA","98203","2015-02-12","Fine","1500",,,"2015-12-01"
"505473","UNIVERSITY PLACE CARE CENTER","5520 BRIDGEPORT WAY WEST","UNIVERSITY PLACE","WA","98467","2014-08-13","Fine","1500",,,"2015-12-01"
"505474","MARTHA AND MARY HEALTH SERVICE","19160 FRONT STREET NORTHEAST","POULSBO","WA","98370","2014-06-08","Fine","2500",,,"2015-12-01"
"505485","LINDEN GROVE HEALTH CARE CTR","400 - 29TH STREET NORTHEAST","PUYALLUP","WA","98373","2013-05-23","Fine","8190",,,"2015-12-01"
"505491","EVERETT CENTER","1919  112TH STREET SOUTHWEST","EVERETT","WA","98204","2014-10-30","Fine","1300",,,"2015-12-01"
"505491","EVERETT CENTER","1919  112TH STREET SOUTHWEST","EVERETT","WA","98204","2013-08-02","Fine","1625",,,"2015-12-01"
"505491","EVERETT CENTER","1919  112TH STREET SOUTHWEST","EVERETT","WA","98204","2013-05-06","Fine","1625",,,"2015-12-01"
"505496","AVALON CARE CENTER AT NORTHPOINTE","9827 NORTH NEVADA","SPOKANE","WA","99218","2015-06-10","Fine","1105",,,"2015-12-01"
"505503","MONTESANO HEALTH & REHAB CENTER","800 NORTH MEDCALF","MONTESANO","WA","98563","2013-06-07","Fine","20995",,,"2015-12-01"
"505508","ROCKWOOD AT HAWTHORNE","101 EAST HAWTHORNE ROAD","SPOKANE","WA","99218","2014-11-10","Fine","1700",,,"2015-12-01"
"505508","ROCKWOOD AT HAWTHORNE","101 EAST HAWTHORNE ROAD","SPOKANE","WA","99218","2014-06-17","Fine","1040",,,"2015-12-01"
"505509","SPOKANE VETERANS HOME","222 EAST FIFTH","SPOKANE","WA","99202","2014-10-21","Fine","975",,,"2015-12-01"
"505511","LEON SULLIVAN HEALTH CARE CENTER","2611 SOUTH DEARBORN","SEATTLE","WA","98144","2014-08-29","Fine","1170",,,"2015-12-01"
"505514","RICHLAND REHABILITATION CENTER","1745 PIKE AVENUE","RICHLAND","WA","99352","2013-11-01","Fine","40853",,,"2015-12-01"
"505515","OLYMPIA MANOR","1811 EAST 22ND AVENUE","OLYMPIA","WA","98501","2014-03-06","Fine","1430",,,"2015-12-01"
"505515","OLYMPIA MANOR","1811 EAST 22ND AVENUE","OLYMPIA","WA","98501","2013-06-24","Fine","1170",,,"2015-12-01"
"505515","OLYMPIA MANOR","1811 EAST 22ND AVENUE","OLYMPIA","WA","98501","2013-06-24","Fine","1170",,,"2015-12-01"
"505517","WASHINGTON VETERAN HOME-RETSIL","1141 BEACH DRIVE","RETSIL","WA","98378","2015-09-14","Fine","1040",,,"2015-12-01"
"505517","WASHINGTON VETERAN HOME-RETSIL","1141 BEACH DRIVE","RETSIL","WA","98378","2014-06-18","Fine","1170",,,"2015-12-01"
